I|902140|961|AAAAAAAAAAAAALW|2017-07-09 00:00:29|ACTV
I|902141|3782|AAAAAAAAAAAACBN|2017-07-09 00:00:58|ACTV
I|902142|2004|AAAAAAAAAAAABJV|2017-07-09 00:02:08|ACTV
I|902143|86|AAAAAAAAAAAAADU|2017-07-09 00:03:14|CNCL
I|902144|418|AAAAAAAAAAAAAEZ|2017-07-09 00:03:27|ACTV
I|902145|1216|AAAAAAAAAAAAAFU|2017-07-09 00:04:32|CNCL
I|902146|4333|AAAAAAAAAAAAAPF|2017-07-09 00:05:27|ACTV
I|902147|1649|AAAAAAAAAAAABSL|2017-07-09 00:06:10|CNCL
I|902148|474|AAAAAAAAAAAACHA|2017-07-09 00:06:49|ACTV
I|902149|2621|AAAAAAAAAAAAAJN|2017-07-09 00:07:42|CNCL
I|902150|3|AAAAAAAAAAAAAOY|2017-07-09 00:08:42|ACTV
I|902151|1959|AAAAAAAAAAAABQN|2017-07-09 00:09:46|ACTV
I|902152|940|AAAAAAAAAAAACFF|2017-07-09 00:10:42|ACTV
I|902153|1222|AAAAAAAAAAAACJQ|2017-07-09 00:11:54|ACTV
I|902154|3116|AAAAAAAAAAAABXF|2017-07-09 00:13:00|ACTV
I|902155|4113|AAAAAAAAAAAAAXZ|2017-07-09 00:13:17|ACTV
I|902156|2948|AAAAAAAAAAAABTE|2017-07-09 00:13:56|ACTV
I|902157|438|AAAAAAAAAAAABXZ|2017-07-09 00:14:53|ACTV
I|902158|3659|AAAAAAAAAAAABOW|2017-07-09 00:16:10|ACTV
I|902159|2324|AAAAAAAAAAAABSF|2017-07-09 00:16:55|ACTV
I|902160|3608|AAAAAAAAAAAACIU|2017-07-09 00:17:10|ACTV
I|902161|929|AAAAAAAAAAAAAWI|2017-07-09 00:18:29|ACTV
I|902162|1538|AAAAAAAAAAAABZV|2017-07-09 00:18:48|CNCL
I|902163|1797|AAAAAAAAAAAABHT|2017-07-09 00:19:01|ACTV
I|902164|1620|AAAAAAAAAAAABXD|2017-07-09 00:19:24|CNCL
I|902165|2872|AAAAAAAAAAAABKA|2017-07-09 00:19:53|ACTV
I|902166|2306|AAAAAAAAAAAABTN|2017-07-09 00:21:04|CNCL
I|902167|3821|AAAAAAAAAAAACBC|2017-07-09 00:22:12|ACTV
I|902168|576|AAAAAAAAAAAAALB|2017-07-09 00:22:27|CNCL
I|902169|4047|AAAAAAAAAAAABAM|2017-07-09 00:22:34|ACTV
I|902170|1076|AAAAAAAAAAAAAOE|2017-07-09 00:23:38|ACTV
I|902171|1891|AAAAAAAAAAAAASF|2017-07-09 00:24:31|ACTV
I|902172|1636|AAAAAAAAAAAACGJ|2017-07-09 00:25:51|ACTV
I|902173|3247|AAAAAAAAAAAABEV|2017-07-09 00:26:11|ACTV
I|902174|3272|AAAAAAAAAAAABPR|2017-07-09 00:26:52|ACTV
I|902175|1768|AAAAAAAAAAAABRX|2017-07-09 00:27:44|ACTV
I|902176|714|AAAAAAAAAAAAAIP|2017-07-09 00:28:50|ACTV
I|902177|4745|AAAAAAAAAAAABDV|2017-07-09 00:28:52|ACTV
I|902178|4232|AAAAAAAAAAAABLU|2017-07-09 00:29:46|ACTV
I|902179|2891|AAAAAAAAAAAABLY|2017-07-09 00:29:49|ACTV
I|902180|472|AAAAAAAAAAAAATP|2017-07-09 00:30:43|ACTV
I|902181|3260|AAAAAAAAAAAACHL|2017-07-09 00:31:26|ACTV
I|902182|2876|AAAAAAAAAAAAASM|2017-07-09 00:31:40|ACTV
I|902183|689|AAAAAAAAAAAAAOM|2017-07-09 00:32:57|CNCL
I|902184|1735|AAAAAAAAAAAAAVJ|2017-07-09 00:33:13|ACTV
I|902185|186|AAAAAAAAAAAABRB|2017-07-09 00:33:39|CNCL
I|902186|2323|AAAAAAAAAAAAABE|2017-07-09 00:34:24|ACTV
I|902187|1283|AAAAAAAAAAAABCX|2017-07-09 00:35:13|CNCL
I|902188|1559|AAAAAAAAAAAABZH|2017-07-09 00:35:42|ACTV
I|902189|2945|AAAAAAAAAAAABQB|2017-07-09 00:36:45|CNCL
I|902190|1398|AAAAAAAAAAAAAWF|2017-07-09 00:36:45|ACTV
I|902191|1713|AAAAAAAAAAAABWQ|2017-07-09 00:37:33|ACTV
I|902192|70|AAAAAAAAAAAACCY|2017-07-09 00:37:48|ACTV
I|902193|1876|AAAAAAAAAAAABOU|2017-07-09 00:38:36|ACTV
I|902194|1975|AAAAAAAAAAAAAUH|2017-07-09 00:39:11|ACTV
I|902195|3925|AAAAAAAAAAAABOH|2017-07-09 00:40:18|ACTV
I|902196|40|AAAAAAAAAAAACAS|2017-07-09 00:40:33|ACTV
I|902197|3232|AAAAAAAAAAAAAHM|2017-07-09 00:40:36|ACTV
I|902198|4418|AAAAAAAAAAAABHF|2017-07-09 00:41:21|ACTV
I|902199|1297|AAAAAAAAAAAABWQ|2017-07-09 00:42:27|ACTV
I|902200|2511|AAAAAAAAAAAABHS|2017-07-09 00:43:21|ACTV
I|902201|52|AAAAAAAAAAAABMB|2017-07-09 00:44:03|ACTV
I|902202|4107|AAAAAAAAAAAAALR|2017-07-09 00:44:10|ACTV
I|902203|829|AAAAAAAAAAAABAV|2017-07-09 00:45:13|ACTV
I|902204|6|AAAAAAAAAAAAAPQ|2017-07-09 00:45:47|CNCL
I|902205|3427|AAAAAAAAAAAABDC|2017-07-09 00:46:05|ACTV
I|902206|696|AAAAAAAAAAAABTO|2017-07-09 00:46:14|CNCL
I|902207|4520|AAAAAAAAAAAAAIT|2017-07-09 00:46:28|ACTV
I|902208|2036|AAAAAAAAAAAAASB|2017-07-09 00:47:03|CNCL
I|902209|227|AAAAAAAAAAAABRN|2017-07-09 00:48:08|ACTV
I|902210|734|AAAAAAAAAAAABJU|2017-07-09 00:48:15|CNCL
I|902211|774|AAAAAAAAAAAABPP|2017-07-09 00:48:25|ACTV
I|902212|1320|AAAAAAAAAAAACIC|2017-07-09 00:49:11|ACTV
I|902213|2764|AAAAAAAAAAAABJZ|2017-07-09 00:49:38|ACTV
I|902214|4183|AAAAAAAAAAAACBE|2017-07-09 00:50:33|ACTV
I|902215|1590|AAAAAAAAAAAABXH|2017-07-09 00:51:39|ACTV
I|902216|2688|AAAAAAAAAAAABDY|2017-07-09 00:51:43|ACTV
I|902217|3259|AAAAAAAAAAAACER|2017-07-09 00:52:12|ACTV
I|902218|814|AAAAAAAAAAAABIT|2017-07-09 00:52:16|ACTV
I|902219|2380|AAAAAAAAAAAABNV|2017-07-09 00:53:19|ACTV
I|902220|2526|AAAAAAAAAAAACFA|2017-07-09 00:53:36|ACTV
I|902221|2941|AAAAAAAAAAAAABJ|2017-07-09 00:54:31|ACTV
I|902222|3997|AAAAAAAAAAAABDW|2017-07-09 00:54:52|ACTV
I|902223|1950|AAAAAAAAAAAAAYY|2017-07-09 00:55:10|CNCL
I|902224|1864|AAAAAAAAAAAAALH|2017-07-09 00:55:34|ACTV
I|902225|1043|AAAAAAAAAAAACCV|2017-07-09 00:55:44|CNCL
I|902226|4454|AAAAAAAAAAAAAAI|2017-07-09 00:56:36|ACTV
I|902227|2605|AAAAAAAAAAAAAYS|2017-07-09 00:57:33|CNCL
I|902228|3986|AAAAAAAAAAAAAHE|2017-07-09 00:58:05|ACTV
I|902229|63|AAAAAAAAAAAABQF|2017-07-09 00:59:07|CNCL
I|902230|57|AAAAAAAAAAAAAHY|2017-07-09 00:59:17|ACTV
