I|1488886|371146|372221|6454|0
I|1489418|372354|372354|0|5005
I|1489478|349692|372369|6643|0
I|1490262|371568|372565|8752|0
I|1490838|371368|372709|6206|0
I|1491782|363408|372945|8663|0
I|1492734|363152|373183|9541|0
I|1493282|373320|373320|0|8948
I|1495330|373832|373832|0|2965
I|1495470|368932|373867|3916|0
I|1495666|373916|373916|0|4306
I|1496002|374000|374000|0|7020
I|1497382|369794|374345|5489|0
I|1497782|372380|374445|9604|0
I|1498810|374702|374702|0|1668
I|1498850|374712|374712|0|5322
I|1498966|370366|374741|2670|0
I|1500058|375014|375014|0|2052
I|1501170|375292|375292|0|4642
I|1501198|367538|375299|4090|0
I|1501214|361004|375303|910|0
I|1502146|375536|375536|0|2815
I|1503314|375828|375828|0|5285
I|1503610|375902|375902|0|2436
I|1504478|374026|376119|8878|0
I|1504662|374762|376165|265|0
I|1505962|376490|376490|0|9835
I|1506930|376732|376732|0|5972
I|1508566|373318|377141|1201|0
I|1511430|372756|377857|6669|0
I|1511498|377874|377874|0|8566
I|1511678|375696|377919|5263|0
I|1511958|368970|377989|5956|0
I|1512062|358962|378015|3608|0
I|1512478|358038|378119|7679|0
I|1513346|378336|378336|0|8882
I|1517138|379284|379284|0|5188
I|1518362|379590|379590|0|794
I|1519214|372522|379803|3585|0
I|1519506|379876|379876|0|1676
I|1520286|355268|380071|5916|0
I|1520562|380140|380140|0|4939
I|1521298|380324|380324|0|75
I|1521406|378398|380351|5378|0
I|1521886|362768|380471|1477|0
I|1523110|376996|380777|2266|0
I|1523230|375754|380807|490|0
I|1524942|375472|381235|5229|0
I|1525022|369902|381255|6603|0
I|1525550|367240|381387|3128|0
I|1525806|375066|381451|6599|0
I|1527478|377402|381869|8389|0
I|1527830|380224|381957|4399|0
I|1528954|382238|382238|0|8663
I|1529574|381748|382393|5324|0
I|1529878|366238|382469|934|0
I|1531414|346944|382853|5587|0
I|1532306|383076|383076|0|4819
I|1533514|383378|383378|0|2615
I|1534126|379656|383531|5232|0
I|1534706|383676|383676|0|3038
I|1535686|375522|383921|7247|0
I|1536226|384056|384056|0|5802
I|1536822|377086|384205|2737|0
I|1536930|384232|384232|0|124
