I|900042|1915|AAAAAAAAAAAABTZ|2017-07-08 00:00:19|ACTV
I|900043|3869|AAAAAAAAAAAAAFU|2017-07-08 00:00:34|ACTV
I|900044|3043|AAAAAAAAAAAACBV|2017-07-08 00:00:43|ACTV
I|900045|3965|AAAAAAAAAAAABQN|2017-07-08 00:01:54|CNCL
I|900046|1987|AAAAAAAAAAAAAZH|2017-07-08 00:02:28|ACTV
I|900047|3562|AAAAAAAAAAAABTJ|2017-07-08 00:02:38|ACTV
I|900048|973|AAAAAAAAAAAABWP|2017-07-08 00:03:16|CNCL
I|900049|1378|AAAAAAAAAAAAADR|2017-07-08 00:04:29|ACTV
I|900050|1253|AAAAAAAAAAAAALO|2017-07-08 00:05:44|ACTV
I|900051|4346|AAAAAAAAAAAAAEA|2017-07-08 00:06:59|ACTV
I|900052|3403|AAAAAAAAAAAAAFZ|2017-07-08 00:07:28|ACTV
I|900053|1932|AAAAAAAAAAAABSR|2017-07-08 00:07:36|ACTV
I|900054|1231|AAAAAAAAAAAAARR|2017-07-08 00:08:18|ACTV
I|900055|1591|AAAAAAAAAAAAAYW|2017-07-08 00:09:26|ACTV
I|900056|1130|AAAAAAAAAAAAANH|2017-07-08 00:09:38|CNCL
I|900057|118|AAAAAAAAAAAAATE|2017-07-08 00:10:50|ACTV
I|900058|4296|AAAAAAAAAAAAAZY|2017-07-08 00:12:05|ACTV
I|900059|1679|AAAAAAAAAAAAALP|2017-07-08 00:13:10|CNCL
I|900060|2879|AAAAAAAAAAAACJL|2017-07-08 00:13:20|ACTV
I|900061|3043|AAAAAAAAAAAAAXO|2017-07-08 00:13:22|ACTV
I|900062|1352|AAAAAAAAAAAAACY|2017-07-08 00:13:27|ACTV
I|900063|3750|AAAAAAAAAAAACFX|2017-07-08 00:14:24|ACTV
I|900064|1653|AAAAAAAAAAAAALE|2017-07-08 00:15:36|ACTV
I|900065|2480|AAAAAAAAAAAAAWZ|2017-07-08 00:16:39|ACTV
I|900066|2155|AAAAAAAAAAAABXB|2017-07-08 00:17:45|ACTV
I|900067|1495|AAAAAAAAAAAABLX|2017-07-08 00:17:46|CNCL
I|900068|2987|AAAAAAAAAAAACEM|2017-07-08 00:18:14|ACTV
I|900069|4462|AAAAAAAAAAAAAIU|2017-07-08 00:19:34|ACTV
I|900070|93|AAAAAAAAAAAAAXR|2017-07-08 00:20:27|CNCL
I|900071|3413|AAAAAAAAAAAABJZ|2017-07-08 00:20:49|ACTV
I|900072|3745|AAAAAAAAAAAACEW|2017-07-08 00:22:02|ACTV
I|900073|1460|AAAAAAAAAAAABPM|2017-07-08 00:23:11|ACTV
I|900074|4022|AAAAAAAAAAAAAUM|2017-07-08 00:23:56|ACTV
I|900075|4328|AAAAAAAAAAAAAOC|2017-07-08 00:24:51|ACTV
